Div,Date,Time,HomeTeam,AwayTeam,HG,AG,FTR,AvgH,AvgD,AvgA,AvgO,AvgU,x,y,isOver
IT1,22/01/2023,17:00,Spezia,Roma,0,2,A,4.53,3.61,1.82,2.04,1.8,0.016262973482557123,-0.02469756966453117,Under
IT1,22/01/2023,19:45,Juventus,Atalanta,3,3,D,2.13,3.44,3.51,2,1.83,0.017100321327448518,0.01028618068416879,Over
IT1,23/01/2023,17:30,Bologna,Cremonese,1,1,D,1.94,3.34,4.33,2.1,1.75,0.02015685782931427,0.0184836610561369,Under
IT1,23/01/2023,19:45,Inter,Empoli,0,1,A,1.28,5.91,10.24,1.57,2.38,-0.040326205097130634,0.027621238706718277,Under
IT1,24/01/2023,19:45,Lazio,Milan,4,0,H,3.17,3.45,2.27,1.88,1.94,0.011633219737451125,-0.014796428827463685,Over
IT1,27/01/2023,17:30,Bologna,Spezia,2,0,H,1.89,3.4,4.57,2.19,1.7,0.021960907609887174,0.02159343987328143,Under
IT1,27/01/2023,19:45,Lecce,Salernitana,1,2,A,1.83,3.51,4.74,2.15,1.72,0.019741927042426843,0.022235810802570578,Over
IT1,28/01/2023,14:00,Empoli,Torino,2,2,D,3.24,3.06,2.44,2.25,1.66,0.02812715566229941,0.0011131051760931371,Over
IT1,28/01/2023,17:00,Cremonese,Inter,1,2,A,6.45,4.5,1.5,1.68,2.21,-0.010658093082556523,-0.054077905849290266,Over
IT1,28/01/2023,19:45,Atalanta,Sampdoria,2,0,H,1.34,5.25,9.22,1.7,2.18,-0.028372169568165094,0.028605165776276323,Under
IT1,29/01/2023,11:30,Milan,Sassuolo,2,5,A,1.49,4.71,6.15,1.52,2.53,-0.03166742368399727,0.009908459013875407,Over
IT1,29/01/2023,14:00,Juventus,Monza,0,2,A,1.55,4.08,6.49,1.92,1.91,-0.0002624288048010292,0.02503675604456118,Under
IT1,29/01/2023,17:00,Lazio,Fiorentina,1,1,D,2.11,3.33,3.72,1.98,1.85,0.016133354135126208,0.010216785202043163,Under
IT1,29/01/2023,19:45,Napoli,Roma,2,1,H,1.74,3.76,4.94,1.98,1.86,0.009833182170917977,0.019897859874380527,Over
IT1,30/01/2023,19:45,Udinese,Verona,1,1,D,1.84,3.68,4.35,1.94,1.88,0.010031000793080082,0.015201416008254382,Under
IT1,04/02/2023,14:00,Cremonese,Lecce,0,2,A,2.68,3.1,2.86,2.39,1.59,0.029899291155255324,0.011478467785552485,Under
IT1,04/02/2023,17:00,Roma,Empoli,2,0,H,1.5,4.21,7.13,1.98,1.85,0.00039546039228656037,0.028486276501759764,Under
IT1,04/02/2023,19:45,Sassuolo,Atalanta,1,0,H,3.71,3.82,1.95,1.59,2.39,-0.012259938078985063,-0.03293835388490052,Under
IT1,05/02/2023,11:30,Spezia,Napoli,0,3,A,8.77,5.13,1.36,1.67,2.23,-0.015885649235088107,-0.06120788847050648,Over
IT1,05/02/2023,14:00,Torino,Udinese,1,0,H,2.32,3.18,3.34,2.18,1.7,0.02573399475859561,0.01278202870377982,Under
IT1,05/02/2023,17:00,Fiorentina,Bologna,1,2,A,1.84,3.53,4.6,2.07,1.78,0.01698422980092405,0.020044779203267186,Over
IT1,05/02/2023,19:45,Inter,Milan,1,0,H,1.99,3.54,3.87,1.83,2.01,0.00448014504011447,0.005639845105494692,Under
IT1,06/02/2023,17:30,Verona,Lazio,1,1,D,3.82,3.46,2.02,2.05,1.78,0.01965990634025362,-0.01528643893275142,Under
IT1,06/02/2023,19:45,Monza,Sampdoria,2,2,D,1.83,3.5,4.71,2.12,1.74,0.018871823939246888,0.021574355312378207,Over
IT1,07/02/2023,19:45,Salernitana,Juventus,0,3,A,7.07,4.25,1.5,1.97,1.87,0.0026644988274204117,-0.04677495356512867,Over
IT1,10/02/2023,19:45,Milan,Torino,1,0,H,1.83,3.5,4.81,2.18,1.71,0.020407806813794612,0.022825544928128,Under
IT1,11/02/2023,14:00,Empoli,Spezia,2,2,D,2.05,3.44,3.77,2.05,1.79,0.01892303768125433,0.014135589985771881,Over
IT1,11/02/2023,17:00,Lecce,Roma,1,1,D,4.24,3.27,1.98,2.44,1.57,0.027532651873642202,-0.0053045181348314215,Under
IT1,11/02/2023,19:45,Lazio,Atalanta,0,2,A,2.4,3.43,2.98,1.86,1.98,0.009187217331915952,-0.0025301406888188823,Under
IT1,12/02/2023,11:30,Udinese,Sassuolo,2,2,D,2.05,3.51,3.66,1.79,2.05,0.002356730292452233,0.0019635051061191243,Over
IT1,12/02/2023,14:00,Bologna,Monza,0,1,A,2.23,3.31,3.39,2.13,1.73,0.023617501821288647,0.012910419181279534,Under
IT1,12/02/2023,17:00,Juventus,Fiorentina,1,0,H,1.85,3.6,4.39,2.05,1.79,0.01624576047117021,0.018875710592952965,Under
IT1,12/02/2023,19:45,Napoli,Cremonese,3,0,H,1.18,7.36,15.53,1.45,2.76,-0.05556940661151247,0.03116014675776731,Over
IT1,13/02/2023,17:30,Verona,Salernitana,1,0,H,1.85,3.49,4.56,2.01,1.83,0.014498740189188642,0.017860369120067505,Under
IT1,13/02/2023,19:45,Sampdoria,Inter,0,0,D,7.69,4.59,1.43,1.85,1.98,-0.004707367988450854,-0.05360376649179635,Under
IT1,17/02/2023,19:45,Sassuolo,Napoli,0,2,A,5.41,4.14,1.62,1.73,2.13,-0.004706118721781447,-0.04680293010920984,Under
IT1,18/02/2023,14:00,Sampdoria,Bologna,1,2,A,3.24,3.14,2.39,2.35,1.61,0.029373268131515327,0.0036875062614129335,Over
IT1,18/02/2023,17:00,Monza,Milan,0,1,A,3.71,3.34,2.1,2.06,1.78,0.020772895469539802,-0.013217646518763695,Under
IT1,18/02/2023,19:45,Inter,Udinese,3,1,H,1.52,4.38,6.3,1.76,2.1,-0.0129077947043596,0.019811402970922987,Over
IT1,19/02/2023,11:30,Atalanta,Lecce,1,2,A,1.5,4.32,6.67,1.83,2,-0.008195442750964553,0.02367450383862452,Over
IT1,19/02/2023,14:00,Fiorentina,Empoli,1,1,D,1.62,4.07,5.44,1.84,2,-0.0027886822795088733,0.018237318075967145,Under
IT1,19/02/2023,14:00,Salernitana,Lazio,0,2,A,5.14,3.9,1.68,1.9,1.92,0.006659596761611348,-0.037770080557982276,Under
IT1,19/02/2023,17:00,Spezia,Juventus,0,2,A,5.81,3.92,1.62,2.04,1.8,0.010552460471144472,-0.03626330963984642,Under
IT1,19/02/2023,19:45,Roma,Verona,1,0,H,1.63,3.72,6.02,2.23,1.67,0.01701000370988992,0.02807152330113314,Under
IT1,20/02/2023,19:45,Torino,Cremonese,2,2,D,1.67,3.76,5.47,2.12,1.74,0.01488495061043531,0.025474806829177847,Over
IT1,25/02/2023,17:00,Empoli,Napoli,0,2,A,6.86,4.72,1.45,1.66,2.22,-0.01279270585204283,-0.05586967946839275,Under
IT1,25/02/2023,19:45,Lecce,Sassuolo,0,1,A,2.54,3.18,2.96,2.13,1.73,0.024921449060199854,0.007471818148800554,Under
IT1,26/02/2023,11:30,Bologna,Inter,1,0,H,4.96,3.77,1.73,1.98,1.85,0.011560811408897224,-0.032244167536700195,Under
IT1,26/02/2023,14:00,Salernitana,Monza,3,0,H,3.53,3.41,2.13,2.01,1.82,0.01866975120610822,-0.013400349545246158,Over
IT1,26/02/2023,17:00,Udinese,Spezia,2,2,D,1.65,3.97,5.29,1.85,1.98,-0.0006953809868411935,0.017678728448202195,Over
IT1,26/02/2023,19:45,Milan,Atalanta,2,0,H,2.19,3.38,3.42,1.89,1.94,0.010867576415691488,0.0037849409495941304,Under
IT1,27/02/2023,17:30,Verona,Fiorentina,0,3,A,3.27,3.29,2.29,2.18,1.69,0.025991703009139968,-0.001881923568510953,Over
IT1,27/02/2023,19:45,Lazio,Sampdoria,1,0,H,1.43,4.46,7.98,1.95,1.87,-0.005199816705706018,0.03029135467389011,Under
IT1,28/02/2023,17:30,Cremonese,Roma,2,1,H,5.25,3.49,1.77,2.37,1.61,0.02264945512917914,-0.017322489487909702,Over
IT1,28/02/2023,19:45,Juventus,Torino,4,2,H,1.78,3.43,5.28,2.49,1.55,0.02444990233875928,0.02579437929368388,Over
IT1,03/03/2023,19:45,Napoli,Lazio,0,1,A,1.66,3.91,5.49,1.93,1.91,0.004181996419386069,0.02106466622272245,Under
IT1,04/03/2023,14:00,Monza,Empoli,2,1,H,2.11,3.24,3.84,2.09,1.77,0.021327733625635715,0.014353835430688983,Over
IT1,04/03/2023,17:00,Atalanta,Udinese,0,0,D,1.66,4.08,5.01,1.75,2.1,-0.008009041098190449,0.01234661614832495,Under
IT1,04/03/2023,19:45,Fiorentina,Milan,2,1,H,2.86,3.28,2.56,2.13,1.73,0.024868347931713206,0.002188216685265012,Over
IT1,05/03/2023,11:30,Spezia,Verona,0,0,D,2.73,3.08,2.82,2.25,1.66,0.02831483924174883,0.00808561783567146,Under
IT1,05/03/2023,14:00,Sampdoria,Salernitana,0,0,D,2.31,3.27,3.27,2.19,1.69,0.02580441567648324,0.013123539881765544,Under
IT1,05/03/2023,17:00,Inter,Lecce,2,0,H,1.36,4.89,9.29,1.88,1.94,-0.015100866379635838,0.032048323095949204,Under
IT1,05/03/2023,19:45,Roma,Juventus,1,0,H,2.68,3.08,2.87,2.45,1.56,0.030254630174841254,0.012272321888741125,Under
IT1,06/03/2023,17:30,Sassuolo,Cremonese,3,2,H,1.83,3.7,4.37,1.94,1.88,0.009818514910788,0.015431051543776475,Over
IT1,06/03/2023,19:45,Torino,Bologna,1,0,H,2.37,3.01,3.41,2.4,1.57,0.029561650719883686,0.01590242691994683,Under
IT1,10/03/2023,19:45,Spezia,Inter,2,1,H,7.7,4.72,1.42,1.73,2.13,-0.010414594893461792,-0.05743682930713899,Over
IT1,11/03/2023,14:00,Empoli,Udinese,0,1,A,3.02,3.27,2.45,1.97,1.85,0.01794827880515315,-0.0073876177461641305,Under
IT1,11/03/2023,17:00,Napoli,Atalanta,2,0,H,1.67,4.04,5.05,1.78,2.06,-0.0055502762355827216,0.01368086643980256,Under
IT1,11/03/2023,19:45,Bologna,Lazio,0,0,D,3.08,3.19,2.46,2.28,1.64,0.02857748601938724,0.003977467290569769,Under
IT1,12/03/2023,11:30,Lecce,Torino,0,2,A,2.98,2.99,2.67,2.7,1.47,0.03019501031280022,0.011152207127016863,Under
IT1,12/03/2023,14:00,Cremonese,Fiorentina,0,2,A,4.34,3.62,1.86,1.98,1.84,0.014314786152363524,-0.025496784964147486,Under
IT1,12/03/2023,14:00,Verona,Monza,1,1,D,2.52,3.16,3.01,2.26,1.65,0.028112390150370918,0.01137625923474744,Under
IT1,12/03/2023,17:00,Roma,Sassuolo,3,4,A,1.69,3.73,5.32,2.03,1.8,0.011896137249120666,0.02310943397760103,Over
IT1,12/03/2023,19:45,Juventus,Sampdoria,4,2,H,1.35,4.88,9.97,1.98,1.84,-0.011200196044308858,0.03417079420372401,Over
IT1,13/03/2023,19:45,Milan,Salernitana,1,1,D,1.26,5.9,11.74,1.65,2.22,-0.03697880763923166,0.03234627802446575,Under
IT1,17/03/2023,17:30,Sassuolo,Spezia,1,0,H,1.75,3.87,4.62,1.71,2.16,-0.008553270323910366,0.0070718148768605955,Under
IT1,17/03/2023,19:45,Atalanta,Empoli,2,1,H,1.42,4.82,7.47,1.68,2.21,-0.023972072156055457,0.022505374365343653,Over
IT1,18/03/2023,14:00,Monza,Cremonese,1,1,D,1.84,3.62,4.45,2.05,1.79,0.015953142166573498,0.019220092473451432,Under
IT1,18/03/2023,17:00,Salernitana,Bologna,2,2,D,3.43,3.27,2.23,2.21,1.68,0.026412976738246823,-0.0029943134750882445,Over
IT1,18/03/2023,19:45,Udinese,Milan,3,1,H,3.43,3.44,2.16,1.97,1.85,0.01677642335578388,-0.013972723980142628,Over
IT1,19/03/2023,11:30,Sampdoria,Verona,3,1,H,3.01,3.1,2.56,2.39,1.58,0.030071896479514557,0.007433831959778527,Over
IT1,19/03/2023,14:00,Fiorentina,Lecce,1,0,H,1.62,3.84,5.86,2.1,1.75,0.012470904743605467,0.026622190684021593,Under
IT1,19/03/2023,14:00,Torino,Napoli,0,4,A,4.89,3.54,1.79,2.24,1.66,0.02153687088229828,-0.018834711484946344,Over
IT1,19/03/2023,17:00,Lazio,Roma,1,0,H,2.82,3.04,2.76,2.52,1.53,0.03051820483882388,0.011403549648666389,Under
IT1,19/03/2023,19:45,Inter,Juventus,0,1,A,1.98,3.45,4.01,2.11,1.75,0.020616624728861225,0.017506348477053058,Under
IT1,01/04/2023,14:00,Cremonese,Atalanta,1,3,A,5.19,3.99,1.67,1.81,2.02,0.0012183530338026646,-0.04220724201836779,Over
IT1,01/04/2023,17:00,Inter,Fiorentina,0,1,A,1.77,3.79,4.62,1.78,2.04,-0.0020554920624529026,0.01030289133358095,Under
IT1,01/04/2023,19:45,Juventus,Verona,1,0,H,1.42,4.34,8.79,2.14,1.72,0.002137999678242979,0.033514423418958675,Under
IT1,02/04/2023,11:30,Bologna,Udinese,3,0,H,2.27,3.33,3.28,2.09,1.76,0.02228592192708004,0.010812768764238725,Over
IT1,02/04/2023,14:00,Monza,Lazio,0,2,A,3.8,3.31,2.08,2.28,1.64,0.02677555794362601,-0.0052324753319274355,Under
IT1,02/04/2023,14:00,Spezia,Salernitana,1,1,D,2.36,3.31,3.12,2.11,1.74,0.02350990754478883,0.009825004540261566,Under
IT1,02/04/2023,17:00,Roma,Sampdoria,3,0,H,1.44,4.39,8.26,2.05,1.79,-0.0005718613280348965,0.03199098169167409,Over
IT1,02/04/2023,19:45,Napoli,Milan,0,4,A,1.76,3.69,4.83,2.02,1.82,0.012865677273202893,0.020500371241398845,Over
IT1,03/04/2023,17:30,Empoli,Lecce,1,0,H,2.47,3.11,3.12,2.35,1.6,0.029294179003984667,0.013733038123977696,Under
IT1,03/04/2023,19:45,Sassuolo,Torino,1,1,D,2.46,3.27,2.99,2.1,1.75,0.02351086568355486,0.007685310285838918,Under
IT1,07/04/2023,16:00,Salernitana,Inter,1,1,D,7.42,4.67,1.44,1.72,2.14,-0.010279201823483613,-0.05679585292548265,Under
IT1,07/04/2023,18:00,Lecce,Napoli,1,2,A,5.78,3.67,1.68,2.18,1.69,0.01640244217913254,-0.029160485147303607,Over
IT1,07/04/2023,20:00,Milan,Empoli,0,0,D,1.37,4.9,9.08,1.79,2.05,-0.020133782925528733,0.030060562030217043,Under
IT1,08/04/2023,11:30,Udinese,Monza,2,2,D,2.09,3.43,3.66,2,1.83,0.016839329149643836,0.01136751623122754,Over
IT1,08/04/2023,13:30,Fiorentina,Spezia,1,1,D,1.42,4.68,7.97,1.79,2.04,-0.01623762578719053,0.027175820647046756,Under
IT1,08/04/2023,15:30,Atalanta,Bologna,0,2,A,1.66,3.87,5.44,1.97,1.86,0.007206750915939674,0.022249994855716743,Under
IT1,08/04/2023,15:30,Sampdoria,Cremonese,2,3,A,2.35,3.28,3.18,2.17,1.7,0.02542805424526152,0.011897184807681932,Over
IT1,08/04/2023,17:30,Torino,Roma,0,1,A,3.38,3.02,2.39,2.67,1.47,0.030177443948209502,0.007268555025927561,Under
IT1,08/04/2023,17:30,Verona,Sassuolo,2,1,H,2.65,3.33,2.74,2.01,1.81,0.019816446091098967,0.0007781527265728687,Over
IT1,08/04/2023,19:45,Lazio,Juventus,2,1,H,2.76,2.97,2.89,2.59,1.5,0.030518362884430685,0.012699356387315655,Over
IT1,14/04/2023,17:30,Cremonese,Empoli,1,0,H,2.51,3.27,2.94,2.05,1.78,0.021676529842325484,0.005041440957615254,Under
IT1,14/04/2023,19:45,Spezia,Lazio,0,3,A,5.15,3.62,1.74,2.15,1.71,0.018025470807884986,-0.02524613842040886,Over
IT1,15/04/2023,14:00,Bologna,Milan,1,1,D,3.12,3.15,2.46,2.35,1.6,0.029552613465170612,0.005251424264473633,Under
IT1,15/04/2023,17:00,Napoli,Verona,0,0,D,1.53,4.09,6.76,1.98,1.84,0.0025506168868778467,0.02741646432277739,Under
IT1,15/04/2023,19:45,Inter,Monza,0,1,A,1.44,4.52,7.69,1.8,2.04,-0.014071499147068164,0.026322696298328715,Under
IT1,16/04/2023,11:30,Lecce,Sampdoria,1,1,D,1.96,3.26,4.36,2.4,1.58,0.02672820852960998,0.022200658824553868,Under
IT1,16/04/2023,14:00,Torino,Salernitana,1,1,D,1.74,3.56,5.28,2.25,1.65,0.020696944111327883,0.025653003446760234,Under
IT1,16/04/2023,17:00,Sassuolo,Juventus,1,0,H,3.72,3.46,2.04,2.03,1.8,0.01899481448806938,-0.015067191220431594,Under
IT1,16/04/2023,19:45,Roma,Udinese,3,0,H,1.88,3.36,4.56,2.29,1.63,0.024440613490242496,0.02280083090736309,Over
IT1,17/04/2023,19:45,Fiorentina,Atalanta,1,1,D,2.39,3.47,2.93,1.84,1.98,0.008115429473031996,-0.003238638229510763,Under
IT1,21/04/2023,19:45,Verona,Bologna,2,1,H,2.78,3,2.85,2.69,1.48,0.030077514129661583,0.012974471146063291,Over
IT1,22/04/2023,14:00,Salernitana,Sassuolo,3,0,H,3.11,3.5,2.28,1.85,1.97,0.009437875707733356,-0.015442416952964954,Over
IT1,22/04/2023,17:00,Lazio,Torino,0,1,A,1.85,3.33,4.88,2.56,1.51,0.026095086594016992,0.024336985533177632,Under
IT1,22/04/2023,19:45,Sampdoria,Spezia,1,1,D,2.54,3.24,2.91,2.1,1.74,0.023890043330863562,0.006464021081353291,Under
IT1,23/04/2023,11:30,Empoli,Inter,0,3,A,6.34,4.32,1.52,1.78,2.05,-0.0040449928662139225,-0.05064291731750416,Over
IT1,23/04/2023,14:00,Monza,Fiorentina,3,2,H,3.6,3.43,2.08,2.03,1.79,0.019573679368574085,-0.013252625055467336,Over
IT1,23/04/2023,14:00,Udinese,Cremonese,3,0,H,1.72,3.85,4.8,1.85,1.97,0.0017142847623539419,0.014861148668126656,Over
IT1,23/04/2023,17:00,Milan,Lecce,2,0,H,1.5,4.14,7.26,2.09,1.75,0.005890717272849334,0.03036342428157241,Under
IT1,23/04/2023,19:45,Juventus,Napoli,0,1,A,2.85,3.17,2.63,2.23,1.67,0.027816386262202623,0.0057178553571900345,Under
IT1,24/04/2023,19:45,Atalanta,Roma,3,1,H,2.33,3.27,3.21,2.19,1.68,0.026010382659099857,0.012769577490176508,Over
IT1,28/04/2023,17:30,Lecce,Udinese,1,0,H,2.49,3.08,3.16,2.43,1.57,0.029845264703850554,0.014563153076485164,Under
IT1,28/04/2023,19:45,Spezia,Monza,0,2,A,2.83,3.23,2.63,2.12,1.73,0.0247882134060204,0.0024925541957393263,Under
IT1,29/04/2023,17:00,Roma,Milan,1,1,D,2.78,3.03,2.81,2.45,1.56,0.03042080067038423,0.011125472229165384,Under
IT1,29/04/2023,19:45,Torino,Atalanta,1,2,A,2.95,3.3,2.48,2.07,1.77,0.02260503712808758,-0.0016562133780085215,Over
IT1,30/04/2023,11:30,Inter,Lazio,3,1,H,1.82,3.59,4.62,2.06,1.78,0.016205490274134413,0.020232577624947738,Over
IT1,30/04/2023,14:00,Cremonese,Verona,1,1,D,3.06,3.27,2.42,2.23,1.66,0.027497214886538578,0.00275132891143073,Under
IT1,30/04/2023,14:00,Napoli,Salernitana,1,1,D,1.22,6.51,14.36,1.61,2.32,-0.04406483553383525,0.0343913309362204,Under
IT1,30/04/2023,14:00,Sassuolo,Empoli,2,1,H,1.76,3.91,4.51,1.75,2.09,-0.00527363364535254,0.008699867044944083,Over
IT1,30/04/2023,17:00,Fiorentina,Sampdoria,5,0,H,1.32,5.44,9.75,1.62,2.31,-0.03504353575464938,0.027765330368664895,Over
IT1,30/04/2023,19:45,Bologna,Juventus,1,1,D,3.5,3.2,2.22,2.41,1.57,0.0293832353819176,0.0019893636522112425,Under
IT1,03/05/2023,17:00,Atalanta,Spezia,3,2,H,1.39,4.99,8.11,1.66,2.25,-0.027729778017287234,0.02412936021164471,Over
IT1,03/05/2023,17:00,Juventus,Lecce,2,1,H,1.59,3.81,6.58,2.24,1.66,0.015160044861916975,0.02951976296075214,Over
IT1,03/05/2023,17:00,Salernitana,Fiorentina,3,3,D,4.62,3.79,1.77,1.88,1.94,0.00746699550440484,-0.03380569405616747,Over
IT1,03/05/2023,17:00,Sampdoria,Torino,0,2,A,4.38,3.43,1.91,2.24,1.66,0.023776730946792727,-0.013427634027782328,Under
IT1,03/05/2023,20:00,Lazio,Sassuolo,2,0,H,1.68,4,5.09,1.84,1.99,-0.0010938737218149557,0.016248753483034634,Under
IT1,03/05/2023,20:00,Milan,Cremonese,1,1,D,1.31,5.33,10.92,1.82,2,-0.023880723514669543,0.033763651893651325,Under
IT1,03/05/2023,20:00,Monza,Roma,1,1,D,3.65,3.18,2.19,2.45,1.56,0.029328891642625973,0.0012182243680595353,Under
IT1,03/05/2023,20:00,Verona,Inter,0,6,A,5.41,3.78,1.69,2.08,1.77,0.01396881495830858,-0.03116280558407489,Over
IT1,04/05/2023,19:45,Empoli,Bologna,3,1,H,2.99,3.17,2.53,2.26,1.65,0.0283752556029924,0.004662628196695216,Over
IT1,04/05/2023,19:45,Udinese,Napoli,1,1,D,4.71,3.78,1.76,1.89,1.93,0.007862241236754877,-0.034225081474016705,Under
IT1,06/05/2023,14:00,Milan,Lazio,2,0,H,1.97,3.4,4.17,2.26,1.65,0.024650056921150746,0.02075035486553857,Under
IT1,06/05/2023,17:00,Roma,Inter,0,2,A,3.14,3.15,2.44,2.29,1.63,0.028823799746864432,0.0035269782383031668,Under
IT1,06/05/2023,19:45,Cremonese,Spezia,2,0,H,2.35,3.38,3.08,2.02,1.8,0.019571392989714498,0.006628285064148988,Under
IT1,07/05/2023,11:30,Atalanta,Juventus,0,2,A,2.4,3.32,3.05,2.08,1.76,0.02248571289935951,0.008064534052925473,Under
IT1,07/05/2023,14:00,Torino,Monza,1,1,D,1.99,3.33,4.11,2.34,1.6,0.02641030470538731,0.021115473550164226,Under
IT1,07/05/2023,17:00,Napoli,Fiorentina,1,0,H,1.85,3.73,4.2,1.8,2.03,0.0004715248802880303,0.008107749380342652,Under
IT1,07/05/2023,19:45,Lecce,Verona,0,1,A,2.2,3.12,3.67,2.48,1.55,0.02901587201939946,0.01873221791760993,Under
IT1,08/05/2023,17:30,Empoli,Salernitana,2,1,H,2.18,3.15,3.64,2.06,1.77,0.02118836749441381,0.011766468035190492,Over
IT1,08/05/2023,17:30,Udinese,Sampdoria,2,0,H,1.53,4.27,6.25,1.83,1.99,-0.006573888529331834,0.02211613019738442,Under
IT1,08/05/2023,19:45,Sassuolo,Bologna,1,1,D,2.36,3.45,2.99,1.86,1.96,0.009502501441237743,-0.00159983467872021,Under
IT1,12/05/2023,19:45,Lazio,Lecce,2,2,D,1.72,3.57,5.52,2.36,1.6,0.02190821932138163,0.02680056032303578,Over
IT1,13/05/2023,14:00,Salernitana,Atalanta,1,0,H,4.9,4.12,1.67,1.7,2.18,-0.006055170465880202,-0.043558436718965886,Under
IT1,13/05/2023,17:00,Spezia,Milan,2,0,H,4.17,3.5,1.93,1.98,1.84,0.015401584447296262,-0.023268919527587563,Under
IT1,13/05/2023,19:45,Inter,Sassuolo,4,2,H,1.41,5.07,7.25,1.54,2.47,-0.034342667521860624,0.016620632852002933,Over
IT1,14/05/2023,11:30,Verona,Torino,0,1,A,2.39,3.08,3.3,2.54,1.52,0.02981137445067603,0.016516394686094817,Under
IT1,14/05/2023,14:00,Fiorentina,Udinese,2,0,H,1.99,3.57,3.78,1.87,1.95,0.007679470713214636,0.007550334432289676,Under
IT1,14/05/2023,14:00,Monza,Napoli,2,0,H,4.85,3.83,1.73,1.88,1.93,0.006912463011906917,-0.03592442116521918,Under
IT1,14/05/2023,17:00,Bologna,Roma,0,0,D,3.16,3.11,2.45,2.46,1.55,0.03027374308975109,0.006839845870987747,Under
IT1,14/05/2023,19:45,Juventus,Cremonese,2,0,H,1.37,4.94,8.92,1.78,2.05,-0.02047794188091541,0.02961082598394718,Under
IT1,15/05/2023,19:45,Sampdoria,Empoli,1,1,D,3.22,3.45,2.24,1.94,1.88,0.015287942081881398,-0.012486432427145925,Under
IT1,19/05/2023,19:45,Sassuolo,Monza,1,2,A,2.19,3.64,3.22,1.72,2.16,-0.00343554447492552,-0.005133157828856204,Over
IT1,20/05/2023,14:00,Cremonese,Bologna,1,5,A,2.96,3.41,2.43,2.03,1.81,0.020204555942604452,-0.003887173789432101,Over
IT1,20/05/2023,17:00,Atalanta,Verona,3,1,H,1.56,4.2,5.99,1.83,2,-0.0056005415374546065,0.020771052417761702,Over
IT1,20/05/2023,19:45,Milan,Sampdoria,5,1,H,1.19,7.11,16.3,1.6,2.37,-0.04783458108933632,0.0353318412206009,Over
IT1,21/05/2023,11:30,Lecce,Spezia,0,0,D,2.21,3.21,3.57,2.32,1.62,0.027790709523957405,0.017252315842613643,Under
IT1,21/05/2023,14:00,Torino,Fiorentina,1,1,D,2.01,3.4,3.98,2.2,1.69,0.02373960593965383,0.01892062440613255,Under
IT1,21/05/2023,17:00,Napoli,Inter,3,1,H,2.83,3.31,2.58,1.96,1.87,0.017034619457535243,-0.004981431404849331,Over
IT1,21/05/2023,19:45,Udinese,Lazio,0,1,A,3.74,3.54,2.02,1.98,1.85,0.016029215500418675,-0.018107829777462493,Under
IT1,22/05/2023,17:30,Roma,Salernitana,2,2,D,1.48,4.26,7.38,1.97,1.86,-0.0012062263854757604,0.028989742724856812,Over
IT1,22/05/2023,19:45,Empoli,Juventus,4,1,H,5.17,3.85,1.69,1.94,1.88,0.008814647685364866,-0.03604575650156546,Over
IT1,26/05/2023,19:45,Sampdoria,Sassuolo,2,2,D,3.97,3.92,1.86,1.62,2.32,-0.010268047662571809,-0.03570185912644788,Over
IT1,27/05/2023,14:00,Salernitana,Udinese,3,2,H,2.72,3.46,2.54,1.82,2.01,0.007211420381263171,-0.010618138283182537,Over
IT1,27/05/2023,14:00,Spezia,Torino,0,4,A,2.4,3.24,3.11,2.23,1.67,0.02706257178627707,0.012441357545465484,Over
IT1,27/05/2023,17:00,Fiorentina,Roma,2,1,H,2.07,3.4,3.71,2.19,1.69,0.02414971138739688,0.017307542049083812,Over
IT1,27/05/2023,19:45,Inter,Atalanta,3,2,H,1.85,3.81,4.08,1.72,2.14,-0.0060506380713790005,0.0038290495643803495,Over
IT1,28/05/2023,11:30,Verona,Empoli,1,1,D,1.69,3.9,4.98,1.95,1.87,0.007176541524395789,0.019886528241094093,Under
IT1,28/05/2023,14:00,Bologna,Napoli,2,2,D,3.39,3.41,2.17,1.98,1.85,0.01735396412435555,-0.013040106234033445,Over
IT1,28/05/2023,14:00,Monza,Lecce,0,1,A,2.48,3.19,3,2.31,1.62,0.028743396289840704,0.0127618530935691,Under
IT1,28/05/2023,17:00,Lazio,Cremonese,3,2,H,1.23,6.48,13,1.55,2.46,-0.04655768875199958,0.03152252936256438,Over
IT1,28/05/2023,19:45,Juventus,Milan,0,1,A,2.36,3.37,3.06,2.11,1.75,0.02314484739013816,0.00957120999702164,Under
IT1,02/06/2023,19:30,Sassuolo,Fiorentina,1,3,A,2.56,3.77,2.58,1.47,2.67,-0.02228082961947535,-0.01926666002215,Over
IT1,03/06/2023,17:30,Torino,Inter,0,1,A,2.36,3.38,3.06,1.97,1.86,0.016654926706617217,0.003952295445900173,Under
IT1,03/06/2023,20:00,Cremonese,Salernitana,2,0,H,2.64,3.66,2.54,1.59,2.39,-0.012542776436478414,-0.018332737693369416,Under
IT1,03/06/2023,20:00,Empoli,Lazio,0,2,A,3.41,3.66,2.08,1.71,2.17,-0.002116815032789608,-0.026413997583262863,Under
IT1,04/06/2023,17:30,Napoli,Sampdoria,2,0,H,1.19,7.41,13.98,1.37,3.11,-0.05905587195511077,0.02540152209152585,Under
IT1,04/06/2023,20:00,Atalanta,Monza,5,2,H,1.59,4.39,5.19,1.54,2.48,-0.026323765957520937,0.005103867803110123,Over
