Div,Date,Time,HomeTeam,AwayTeam,HG,AG,FTR,AvgH,AvgD,AvgA,AvgO,AvgU,x,y,isOver
ES1,30/12/2022,18:15,Celta,Sevilla,1,1,D,2.21,3.36,3.42,2.2,1.69,0.025223072749539294,0.015017889355949337,Under
ES1,30/12/2022,20:30,Valladolid,Real Madrid,0,2,A,6.39,4.68,1.48,1.58,2.4,-0.017300231703074816,-0.05478528039000421,Under
ES1,31/12/2022,13:00,Barcelona,Espanol,1,1,D,1.25,6.43,11.21,1.43,2.82,-0.051637302462693595,0.023786008360930578,Under
ES1,31/12/2022,15:15,Sociedad,Osasuna,2,0,H,1.9,3.42,4.46,2.28,1.64,0.02418382306857323,0.02238189339083079,Under
ES1,31/12/2022,15:15,Villarreal,Valencia,2,1,H,1.97,3.45,4.09,1.91,1.91,0.010453674056212036,0.010689155977256228,Over
ES1,06/01/2023,17:30,Elche,Celta,0,1,A,4.07,3.28,2.03,2.39,1.59,0.027551607851387702,-0.004855543073720563,Under
ES1,06/01/2023,20:00,Valencia,Cadiz,0,1,A,1.59,4.08,5.94,1.9,1.93,-0.000052966508027004336,0.022509681057011118,Under
ES1,07/01/2023,15:15,Villarreal,Real Madrid,2,1,H,3.34,3.83,2.09,1.64,2.3,-0.00890763357980037,-0.027381567553838363,Over
ES1,07/01/2023,17:30,Mallorca,Valladolid,1,0,H,1.96,3.34,4.26,2.36,1.6,0.02618699274020326,0.0218702042529024,Under
ES1,07/01/2023,20:00,Espanol,Girona,2,2,D,2.3,3.41,3.17,2.03,1.81,0.01941330080885175,0.007872058361309118,Over
ES1,08/01/2023,13:00,Almeria,Sociedad,0,2,A,4.06,3.4,1.99,2.08,1.77,0.02025609395072704,-0.016865599274141847,Under
ES1,08/01/2023,15:15,Vallecano,Betis,1,2,A,2.34,3.28,3.22,2.25,1.66,0.027075943592119383,0.013900775300354358,Over
ES1,08/01/2023,17:30,Sevilla,Getafe,2,1,H,1.77,3.46,5.27,2.49,1.55,0.024310058082734953,0.02587083992236724,Over
ES1,08/01/2023,20:00,Ath Madrid,Barcelona,0,1,A,3.1,3.46,2.33,1.92,1.91,0.013885295127272764,-0.011727875169999135,Under
ES1,09/01/2023,20:00,Ath Bilbao,Osasuna,0,0,D,1.68,3.69,5.6,2.12,1.74,0.015062062568097187,0.02562819595429177,Under
ES1,13/01/2023,20:00,Celta,Villarreal,1,1,D,2.81,3.31,2.6,2.11,1.75,0.023977040138355797,0.002152592833147957,Under
ES1,14/01/2023,13:00,Valladolid,Vallecano,0,1,A,2.78,3.25,2.66,2.17,1.71,0.026079601488875788,0.004857678587279429,Under
ES1,14/01/2023,15:15,Girona,Sevilla,2,1,H,2.42,3.34,3.03,2.05,1.79,0.021057230887079358,0.006535185448687674,Over
ES1,14/01/2023,17:30,Osasuna,Mallorca,1,0,H,2.06,3.12,4.21,2.75,1.45,0.027798301524858866,0.020968556884928307,Under
ES1,14/01/2023,20:00,Sociedad,Ath Bilbao,3,1,H,2.45,3.19,3.12,2.33,1.62,0.028752916982057796,0.013709634682083065,Over
ES1,15/01/2023,13:00,Getafe,Espanol,1,2,A,2.54,3.02,3.14,2.75,1.45,0.02953528235725887,0.01554031346926505,Over
ES1,15/01/2023,15:15,Almeria,Ath Madrid,1,1,D,4.84,3.84,1.73,1.93,1.89,0.009247116611285447,-0.03357802975487723,Under
ES1,16/01/2023,20:00,Cadiz,Elche,1,1,D,1.94,3.38,4.29,2.26,1.65,0.02445342038474067,0.021312897994379004,Under
ES1,20/01/2023,20:00,Mallorca,Celta,1,0,H,2.85,2.76,3.06,3.34,1.33,0.026636501477375216,0.013634960674270695,Under
ES1,21/01/2023,13:00,Vallecano,Sociedad,0,2,A,3.14,3.16,2.45,2.45,1.56,0.03007580139490562,0.006875035278368925,Under
ES1,21/01/2023,15:15,Espanol,Betis,1,0,H,2.79,3.16,2.72,2.2,1.69,0.027119759972657538,0.00581537161904923,Under
ES1,21/01/2023,17:30,Ath Madrid,Valladolid,3,0,H,1.38,4.8,8.75,1.87,1.95,-0.013929064519047345,0.03083020260003464,Over
ES1,21/01/2023,20:00,Sevilla,Cadiz,1,0,H,1.7,3.73,5.3,2.14,1.73,0.016249630026868307,0.025025575792902557,Under
ES1,22/01/2023,13:00,Villarreal,Girona,1,0,H,1.75,3.95,4.54,1.77,2.08,-0.0045734255034545835,0.009791947939994449,Under
ES1,22/01/2023,15:15,Elche,Osasuna,1,1,D,3.62,3.29,2.16,2.32,1.62,0.02788937821183098,-0.001779184411992109,Under
ES1,22/01/2023,17:30,Barcelona,Getafe,1,0,H,1.18,7.33,17.65,1.64,2.27,-0.04676203717351646,0.03651390316688804,Under
ES1,22/01/2023,20:00,Ath Bilbao,Real Madrid,0,2,A,2.91,3.47,2.43,1.86,1.97,0.009989996028472753,-0.011779450973998476,Under
ES1,23/01/2023,20:00,Valencia,Almeria,2,2,D,1.61,4.13,5.46,1.82,2.01,-0.00440168562204966,0.017867650021791474,Over
ES1,27/01/2023,20:00,Almeria,Espanol,3,1,H,2.4,3.18,3.23,2.16,1.72,0.025318546620490837,0.010919375011633613,Over
ES1,28/01/2023,13:00,Cadiz,Mallorca,2,0,H,2.89,2.8,2.94,3.08,1.38,0.028253182909830383,0.013130064638677193,Under
ES1,28/01/2023,15:15,Girona,Barcelona,0,1,A,5.27,4.31,1.61,1.7,2.18,-0.0074784430167975004,-0.046368091138376005,Under
ES1,28/01/2023,17:30,Sevilla,Elche,3,0,H,1.52,4.13,6.93,2.09,1.76,0.006715940843703896,0.029584815777443436,Over
ES1,28/01/2023,20:00,Getafe,Betis,0,1,A,3.15,2.89,2.63,2.84,1.43,0.029695414255469003,0.010454386153630412,Under
ES1,29/01/2023,13:00,Valladolid,Valencia,1,0,H,3.16,3.26,2.38,2.13,1.74,0.024569001994830735,-0.002373507709310069,Under
ES1,29/01/2023,15:15,Osasuna,Ath Madrid,0,1,A,3.58,3.23,2.2,2.34,1.61,0.028444649309536135,-0.0006673377713595909,Under
ES1,29/01/2023,17:30,Celta,Ath Bilbao,1,0,H,2.9,3.05,2.7,2.46,1.56,0.030416028204363177,0.009851754526818059,Under
ES1,29/01/2023,20:00,Real Madrid,Sociedad,0,0,D,1.71,3.93,4.96,1.91,1.93,0.0041262329915602615,0.01797051035198708,Under
ES1,30/01/2023,20:00,Villarreal,Vallecano,0,1,A,1.7,3.84,5.13,1.96,1.86,0.007919673530869083,0.020594058071245057,Under
ES1,01/02/2023,20:00,Betis,Barcelona,1,2,A,5.09,4.05,1.67,1.82,2.02,0.0013644716712148813,-0.04111669830582145,Over
ES1,02/02/2023,20:00,Real Madrid,Valencia,2,0,H,1.43,4.92,7.06,1.62,2.32,-0.028145862046519116,0.018874920445330734,Under
ES1,03/02/2023,20:00,Ath Bilbao,Cadiz,4,1,H,1.37,4.69,9.68,2.06,1.78,-0.005756120569539998,0.03435693653047827,Over
ES1,04/02/2023,13:00,Espanol,Osasuna,1,1,D,2.58,3.05,3.03,2.56,1.52,0.030184433798040117,0.014370595735125929,Under
ES1,04/02/2023,15:15,Elche,Villarreal,3,1,H,5.22,3.87,1.69,1.99,1.85,0.010515562471703262,-0.03424477031709853,Over
ES1,04/02/2023,17:30,Ath Madrid,Getafe,1,1,D,1.42,4.24,9.63,2.42,1.57,0.008314578341415487,0.03459600268730795,Under
ES1,04/02/2023,20:00,Betis,Celta,3,4,A,2.22,3.16,3.65,2.49,1.55,0.028935290437679013,0.01862672961817965,Over
ES1,05/02/2023,13:00,Mallorca,Real Madrid,1,0,H,5.05,3.63,1.75,2.2,1.69,0.019527936455310774,-0.022266969829094842,Under
ES1,05/02/2023,15:15,Girona,Valencia,1,0,H,2.22,3.34,3.4,2.03,1.81,0.019339921331176072,0.009667287254062783,Under
ES1,05/02/2023,17:30,Sociedad,Valladolid,0,1,A,1.43,4.4,8.29,2.05,1.79,-0.0007377890885908158,0.03210710989711137,Under
ES1,05/02/2023,20:00,Barcelona,Sevilla,3,0,H,1.33,5.39,9.7,1.7,2.16,-0.02946163537719937,0.02973319046515521,Over
ES1,06/02/2023,20:00,Vallecano,Almeria,2,0,H,1.75,3.73,4.88,2.02,1.81,0.012612555495864595,0.020911104618420027,Under
ES1,10/02/2023,20:00,Cadiz,Girona,2,0,H,3.06,3.18,2.5,2.37,1.6,0.029601650827458352,0.0063668124759096835,Under
ES1,11/02/2023,15:15,Almeria,Betis,2,3,A,2.91,3.35,2.48,2.03,1.78,0.021010032501031176,-0.0026021166765602577,Over
ES1,11/02/2023,17:30,Sevilla,Mallorca,2,0,H,1.97,3.15,4.57,2.78,1.45,0.026997867221033808,0.022135067584578907,Under
ES1,11/02/2023,20:00,Valencia,Ath Bilbao,1,2,A,3.01,3.25,2.48,2.25,1.66,0.02788028273503537,0.004006287066341584,Over
ES1,12/02/2023,13:00,Getafe,Vallecano,1,1,D,2.87,2.83,2.92,3.05,1.39,0.028372202936918944,0.013190625144283976,Under
ES1,12/02/2023,15:15,Celta,Ath Madrid,0,1,A,3.58,3.21,2.2,2.4,1.58,0.02908999952312783,0.0008597949159131907,Under
ES1,12/02/2023,17:30,Valladolid,Osasuna,0,0,D,2.8,3.06,2.76,2.5,1.54,0.03045860706365213,0.011399432610337453,Under
ES1,12/02/2023,20:00,Villarreal,Barcelona,0,1,A,4.2,3.85,1.83,1.77,2.08,0.0008228894934454769,-0.0342667306338685,Under
ES1,13/02/2023,20:00,Espanol,Sociedad,2,3,A,3.45,3.1,2.31,2.48,1.55,0.029977023647814918,0.003980758434867568,Over
ES1,15/02/2023,20:00,Real Madrid,Elche,4,0,H,1.2,7.12,14.67,1.52,2.53,-0.050934866536949945,0.03245302469641493,Over
ES1,17/02/2023,20:00,Girona,Almeria,6,2,H,1.84,3.65,4.41,1.95,1.88,0.010517736077059721,0.015664933196230954,Over
ES1,18/02/2023,13:00,Sociedad,Celta,1,1,D,1.8,3.44,5.03,2.39,1.59,0.02416690193967875,0.0251233119273351,Under
ES1,18/02/2023,15:15,Betis,Valladolid,2,1,H,1.63,3.9,5.77,2,1.83,0.007731790600542551,0.024358482262109835,Over
ES1,18/02/2023,17:30,Mallorca,Villarreal,4,2,H,3.34,2.94,2.47,2.72,1.47,0.03010471376661297,0.008053678684914573,Over
ES1,18/02/2023,20:00,Osasuna,Real Madrid,0,2,A,4.54,3.64,1.82,2.02,1.82,0.015184497233426282,-0.025920323778107032,Under
ES1,19/02/2023,13:00,Elche,Espanol,0,1,A,2.89,3.14,2.63,2.31,1.63,0.02916594706627929,0.007235174379787981,Under
ES1,19/02/2023,15:15,Vallecano,Sevilla,1,1,D,2.5,3.15,3.07,2.38,1.59,0.029469277004412816,0.013763916299569677,Under
ES1,19/02/2023,17:30,Ath Madrid,Ath Bilbao,1,0,H,2.05,3.27,4,2.34,1.6,0.026967806673698202,0.020235800290198166,Under
ES1,19/02/2023,20:00,Barcelona,Cadiz,2,0,H,1.19,7.09,14.96,1.53,2.52,-0.05066617697061442,0.033008199539604405,Under
ES1,20/02/2023,20:00,Getafe,Valencia,1,0,H,2.83,2.91,2.87,2.78,1.45,0.029868734762260495,0.01291089508777187,Under
ES1,24/02/2023,20:00,Elche,Betis,2,3,A,3.7,3.41,2.09,2.16,1.72,0.023780045766385708,-0.008771647926114163,Over
ES1,25/02/2023,13:00,Espanol,Mallorca,2,1,H,2.58,2.93,3.19,2.9,1.42,0.028854077535204577,0.015394057132334073,Over
ES1,25/02/2023,15:15,Cadiz,Vallecano,1,0,H,2.99,2.96,2.7,2.71,1.47,0.030184874893882854,0.01115997930709693,Under
ES1,25/02/2023,17:30,Real Madrid,Ath Madrid,1,1,D,1.82,3.65,4.6,1.93,1.9,0.00882372953999478,0.015797846287927297,Under
ES1,25/02/2023,20:00,Valencia,Sociedad,1,0,H,3.09,3.2,2.46,2.36,1.6,0.029478166047420973,0.00577800022523858,Under
ES1,26/02/2023,13:00,Ath Bilbao,Girona,2,3,A,1.69,3.78,5.29,2.09,1.76,0.014118651190018233,0.024349693438530516,Over
ES1,26/02/2023,15:15,Celta,Valladolid,3,0,H,1.68,3.77,5.49,2.16,1.71,0.01619016190947029,0.025978916851367835,Over
ES1,26/02/2023,17:30,Almeria,Barcelona,1,0,H,6.87,4.9,1.44,1.58,2.4,-0.018470126844202062,-0.056633385428049146,Under
ES1,26/02/2023,20:00,Sevilla,Osasuna,2,3,A,1.88,3.46,4.51,2.35,1.61,0.024810621469991877,0.023194522178500255,Over
ES1,27/02/2023,20:00,Villarreal,Getafe,2,1,H,1.68,3.68,5.67,2.28,1.64,0.01944440175363782,0.027237848979978198,Over
ES1,03/03/2023,20:00,Sociedad,Cadiz,0,0,D,1.53,3.93,7.47,2.39,1.59,0.015062625982906927,0.03147628722998044,Under
ES1,04/03/2023,13:00,Getafe,Girona,3,2,H,2.79,2.96,2.89,2.6,1.5,0.03049658496893994,0.012500801971505162,Over
ES1,04/03/2023,15:15,Almeria,Villarreal,0,2,A,3.43,3.66,2.09,1.75,2.11,0.0009206045450301591,-0.025166677318709092,Under
ES1,04/03/2023,17:30,Mallorca,Elche,0,1,A,1.71,3.39,6.09,2.69,1.47,0.02363301008644467,0.026938484734080684,Under
ES1,04/03/2023,20:00,Ath Madrid,Sevilla,6,1,H,1.7,3.65,5.46,2.25,1.66,0.019505348134304577,0.02643697833496872,Over
ES1,05/03/2023,13:00,Valladolid,Espanol,2,1,H,2.55,3.21,2.93,2.27,1.65,0.02815749894279474,0.011047599219505301,Over
ES1,05/03/2023,15:15,Barcelona,Valencia,1,0,H,1.53,4.33,6.25,1.83,2,-0.007296904751932031,0.02209431851340524,Under
ES1,05/03/2023,17:30,Vallecano,Ath Bilbao,0,0,D,3.04,3.13,2.53,2.4,1.58,0.030010225549768142,0.00722666081004694,Under
ES1,05/03/2023,20:00,Betis,Real Madrid,0,0,D,4.58,3.88,1.76,1.85,1.98,0.005154455838992372,-0.034962762680077905,Under
ES1,06/03/2023,20:00,Osasuna,Celta,0,0,D,2.81,3.06,2.77,2.47,1.55,0.030433505905006215,0.011033889202687042,Under
ES1,10/03/2023,20:00,Cadiz,Getafe,2,2,D,2.52,2.85,3.38,3.13,1.36,0.027509607085535348,0.015965838877941837,Over
ES1,11/03/2023,13:00,Real Madrid,Espanol,3,1,H,1.26,6,11.6,1.62,2.31,-0.039654979579390966,0.03130664016958988,Over
ES1,11/03/2023,15:15,Elche,Valladolid,1,1,D,2.67,3.29,2.73,2.12,1.73,0.024529030277425,0.004919259278923951,Under
ES1,11/03/2023,17:30,Celta,Vallecano,3,0,H,2.11,3.19,3.9,2.43,1.56,0.028243835469576675,0.01995046459837443,Over
ES1,11/03/2023,20:00,Valencia,Osasuna,1,0,H,2.1,3.2,3.89,2.45,1.56,0.02824143829337554,0.02008261989688787,Under
ES1,12/03/2023,13:00,Mallorca,Sociedad,1,1,D,3.47,2.91,2.42,2.99,1.39,0.028761802981662764,0.008650028490065341,Under
ES1,12/03/2023,15:15,Sevilla,Almeria,2,1,H,1.74,3.76,4.89,1.89,1.93,0.004870236943763487,0.016487080587982567,Over
ES1,12/03/2023,17:30,Villarreal,Betis,1,1,D,1.98,3.62,3.75,1.88,1.94,0.008044718694418257,0.008139941495354387,Under
ES1,12/03/2023,20:00,Ath Bilbao,Barcelona,0,1,A,3.49,3.34,2.18,2.15,1.72,0.02439514918067259,-0.006255627006478531,Under
ES1,13/03/2023,20:00,Girona,Ath Madrid,0,1,A,3.65,3.37,2.1,2.18,1.69,0.024856621885048304,-0.007073368807462863,Under
ES1,17/03/2023,20:00,Valladolid,Ath Bilbao,1,3,A,4.27,3.69,1.86,1.94,1.89,0.011867153966756755,-0.027056458659070595,Over
ES1,18/03/2023,13:00,Almeria,Cadiz,1,1,D,2.08,3.4,3.71,2.12,1.74,0.022042055057870307,0.015586369086521881,Under
ES1,18/03/2023,15:15,Vallecano,Girona,2,2,D,2.08,3.39,3.72,2.15,1.72,0.023044197461367672,0.01634828090832727,Over
ES1,18/03/2023,17:30,Espanol,Celta,1,3,A,2.88,3.19,2.6,2.34,1.61,0.02940777312738275,0.007966660874528464,Over
ES1,18/03/2023,20:00,Ath Madrid,Valencia,3,0,H,1.57,3.95,6.53,2.18,1.7,0.01250270393682812,0.029285209294748215,Over
ES1,19/03/2023,13:00,Betis,Mallorca,1,0,H,1.86,3.31,4.9,2.53,1.53,0.02602791297724151,0.024321205416525098,Under
ES1,19/03/2023,15:15,Osasuna,Villarreal,0,3,A,3.09,3.19,2.46,2.3,1.63,0.028852203001136785,0.00438464093095992,Over
ES1,19/03/2023,15:15,Sociedad,Elche,2,0,H,1.4,4.66,8.9,1.97,1.86,-0.007996005514821226,0.032320231797088886,Under
ES1,19/03/2023,17:30,Getafe,Sevilla,2,0,H,2.99,3.03,2.63,2.66,1.48,0.030282312842074135,0.010785198879922719,Under
ES1,19/03/2023,20:00,Barcelona,Real Madrid,2,1,H,2.19,3.54,3.3,1.85,1.98,0.0073793936306198,0.0016079140356131606,Over
ES1,31/03/2023,20:00,Mallorca,Osasuna,0,0,D,2.23,2.87,4.02,3.15,1.35,0.026731703403850286,0.018501746533979496,Under
ES1,01/04/2023,13:00,Girona,Espanol,2,1,H,1.94,3.46,4.15,2.03,1.8,0.01702197315349177,0.0162053158940288,Over
ES1,01/04/2023,15:15,Ath Bilbao,Getafe,0,0,D,1.62,3.68,6.48,2.47,1.55,0.02020963893036681,0.029179930005680317,Under
ES1,01/04/2023,17:30,Cadiz,Sevilla,0,2,A,3.37,3.13,2.34,2.41,1.58,0.029711688080438343,0.0035324328820381273,Under
ES1,01/04/2023,20:00,Elche,Barcelona,0,4,A,9.44,5.16,1.34,1.72,2.14,-0.014237692887522888,-0.06105101672349956,Over
ES1,02/04/2023,13:00,Celta,Almeria,2,2,D,1.57,4.17,6.01,1.86,1.97,-0.003487271680968671,0.021724431633955325,Over
ES1,02/04/2023,15:15,Real Madrid,Valladolid,6,0,H,1.21,7.2,13.22,1.42,2.89,-0.05589530070780362,0.026698260637013537,Over
ES1,02/04/2023,17:30,Villarreal,Sociedad,2,0,H,2.4,3.21,3.16,2.22,1.68,0.026864918079830723,0.012308994353598062,Under
ES1,02/04/2023,20:00,Ath Madrid,Betis,1,0,H,1.54,4.17,6.47,1.96,1.86,0.0015534668027073276,0.026246632146708884,Under
ES1,03/04/2023,20:00,Valencia,Vallecano,1,1,D,2.12,3.21,3.81,2.39,1.58,0.02805128485306573,0.019416838290951925,Under
ES1,07/04/2023,20:00,Sevilla,Celta,2,2,D,2.19,3.36,3.47,2.16,1.71,0.024130822112979643,0.014530914532551757,Over
ES1,08/04/2023,13:00,Osasuna,Elche,2,1,H,1.77,3.54,5.13,2.31,1.63,0.022259334094113015,0.02539796506336284,Over
ES1,08/04/2023,15:15,Espanol,Ath Bilbao,1,2,A,3.48,3.22,2.24,2.36,1.6,0.028894693357542325,0.001032917764676588,Over
ES1,08/04/2023,17:30,Sociedad,Getafe,2,0,H,1.7,3.44,6.1,2.69,1.47,0.023399586561190466,0.02706221840860489,Under
ES1,08/04/2023,20:00,Real Madrid,Villarreal,2,3,A,1.53,4.51,5.93,1.62,2.32,-0.023146537469722242,0.012746511944379478,Over
ES1,09/04/2023,13:00,Valladolid,Mallorca,3,3,D,2.57,2.91,3.2,2.91,1.41,0.028870121951361138,0.015475002354259243,Over
ES1,09/04/2023,15:15,Betis,Cadiz,0,2,A,1.67,3.74,5.64,2.14,1.72,0.015384394370940697,0.02617469148099298,Under
ES1,09/04/2023,17:30,Almeria,Valencia,2,1,H,3.03,3.34,2.41,2.08,1.76,0.022821374049655008,-0.0024771959526724923,Over
ES1,09/04/2023,20:00,Vallecano,Ath Madrid,1,2,A,4.45,3.45,1.89,2.32,1.62,0.02488838524425437,-0.01124710273499789,Over
ES1,10/04/2023,20:00,Barcelona,Girona,0,0,D,1.3,5.62,10.2,1.61,2.33,-0.037102841579342655,0.028506281149164883,Under
ES1,14/04/2023,20:00,Vallecano,Osasuna,2,1,H,2.21,3.11,3.73,2.48,1.55,0.028982282998893487,0.018794183361113687,Over
ES1,15/04/2023,13:00,Villarreal,Valladolid,1,2,A,1.43,4.87,7.17,1.62,2.32,-0.02801612804839659,0.019177960998805057,Over
ES1,15/04/2023,15:15,Ath Bilbao,Sociedad,2,0,H,2.28,3.16,3.5,2.47,1.55,0.02920421234378094,0.01770414344183575,Under
ES1,15/04/2023,17:30,Betis,Espanol,3,1,H,1.85,3.54,4.56,2.14,1.73,0.01965275858585738,0.02138146602740255,Over
ES1,15/04/2023,20:00,Cadiz,Real Madrid,0,2,A,5.78,4.26,1.57,1.78,2.06,-0.003032172441066153,-0.0475627930900153,Under
ES1,16/04/2023,13:00,Girona,Elche,2,0,H,1.53,4.28,6.34,1.84,1.98,-0.006234865595605445,0.022736560335226315,Under
ES1,16/04/2023,15:15,Getafe,Barcelona,0,0,D,6.13,3.87,1.61,2.22,1.68,0.015071820070036494,-0.030442552130305722,Under
ES1,16/04/2023,17:30,Ath Madrid,Almeria,2,1,H,1.23,6.35,13.07,1.59,2.37,-0.04391646253854697,0.032643059285962846,Over
ES1,16/04/2023,20:00,Valencia,Sevilla,0,2,A,2.19,3.27,3.57,2.3,1.63,0.027273200078379828,0.017284047288474127,Under
ES1,17/04/2023,20:00,Celta,Mallorca,0,1,A,1.81,3.33,5.21,2.64,1.49,0.02549730241924873,0.02498336325419301,Under
ES1,21/04/2023,20:00,Espanol,Cadiz,0,0,D,2.08,3.32,3.84,2.36,1.6,0.02719507520062233,0.0197493229836175,Under
ES1,22/04/2023,13:00,Osasuna,Betis,3,2,H,2.64,3.12,2.9,2.45,1.56,0.030111867945626716,0.012771882076970494,Over
ES1,22/04/2023,15:15,Almeria,Ath Bilbao,1,2,A,4.11,3.68,1.88,1.88,1.94,0.009148760071628594,-0.02803664414496423,Over
ES1,22/04/2023,17:30,Sociedad,Vallecano,2,1,H,1.67,3.65,5.81,2.33,1.61,0.020241500275712674,0.02774007199141469,Over
ES1,22/04/2023,17:30,Valladolid,Girona,1,0,H,2.47,3.42,2.87,1.93,1.89,0.014528380545241469,-0.000125792682389498,Under
ES1,22/04/2023,20:00,Real Madrid,Celta,2,0,H,1.37,5.25,8.16,1.56,2.43,-0.03564234849568496,0.02103298432698285,Under
ES1,23/04/2023,13:00,Elche,Valencia,0,2,A,4.35,3.5,1.89,2.2,1.68,0.022670661192273588,-0.014813841560819286,Under
ES1,23/04/2023,15:15,Barcelona,Ath Madrid,1,0,H,1.97,3.43,4.09,2.16,1.7,0.02239605345875623,0.019064882075782927,Under
ES1,23/04/2023,17:30,Mallorca,Getafe,3,1,H,2.35,2.81,3.79,3.38,1.32,0.025701889346766253,0.017078337743046318,Over
ES1,23/04/2023,20:00,Sevilla,Villarreal,2,1,H,2.82,3.38,2.53,1.97,1.85,0.017527202590818844,-0.00434891441512605,Over
ES1,25/04/2023,18:30,Cadiz,Osasuna,0,1,A,2.37,3.14,3.33,2.46,1.56,0.029486535520655235,0.016398890807237006,Under
ES1,25/04/2023,18:30,Girona,Real Madrid,4,2,H,5.45,4.39,1.58,1.56,2.43,-0.016735370543593215,-0.049380924517023896,Over
ES1,25/04/2023,21:00,Betis,Sociedad,0,0,D,2.84,3.22,2.65,2.31,1.63,0.028916294235699237,0.007917705691335415,Under
ES1,26/04/2023,18:30,Ath Madrid,Mallorca,3,1,H,1.42,4.25,9.22,2.31,1.62,0.006843457204429952,0.03435990701265839,Over
ES1,26/04/2023,18:30,Getafe,Almeria,1,2,A,1.89,3.44,4.44,2.28,1.64,0.02409590479004982,0.02243516028823477,Over
ES1,26/04/2023,21:00,Celta,Elche,1,0,H,1.33,5.16,10.21,1.76,2.08,-0.025258600889494772,0.031788491351585235,Under
ES1,26/04/2023,21:00,Vallecano,Barcelona,2,1,H,4.9,3.72,1.75,2.06,1.77,0.015465668259409057,-0.02731254885817455,Over
ES1,27/04/2023,18:30,Valencia,Valladolid,2,1,H,1.75,3.77,4.77,1.91,1.91,0.006366827761379854,0.01677966374332912,Over
ES1,27/04/2023,18:30,Villarreal,Espanol,4,2,H,1.6,4.05,5.75,1.84,1.99,-0.003124431748167938,0.01963620577215837,Over
ES1,27/04/2023,21:00,Ath Bilbao,Sevilla,0,1,A,1.79,3.65,4.69,2.09,1.76,0.016756059672698435,0.021528325314634698,Under
ES1,28/04/2023,20:00,Osasuna,Sociedad,0,2,A,3.84,3.01,2.22,2.9,1.42,0.028760642420919,0.0053725244587420964,Under
ES1,29/04/2023,15:15,Elche,Vallecano,4,0,H,4.66,3.54,1.83,2.19,1.68,0.021255589681216318,-0.018508558341112372,Over
ES1,29/04/2023,17:30,Real Madrid,Almeria,4,2,H,1.16,8.52,16.07,1.33,3.35,-0.06362233101617282,0.02563292585186542,Over
ES1,29/04/2023,20:00,Barcelona,Betis,4,0,H,1.34,5.22,9.1,1.66,2.24,-0.03047029544256707,0.02730049557291951,Over
ES1,30/04/2023,13:00,Cadiz,Valencia,2,1,H,3.02,3.19,2.49,2.3,1.62,0.028997063239927817,0.005326953408908676,Over
ES1,30/04/2023,15:15,Villarreal,Celta,3,1,H,1.82,3.77,4.32,1.84,1.98,0.002855275150997012,0.01107326607704351,Over
ES1,30/04/2023,17:30,Espanol,Getafe,1,0,H,2.42,3,3.35,2.7,1.47,0.029539448703808487,0.01669915819452337,Under
ES1,30/04/2023,20:00,Valladolid,Ath Madrid,2,5,A,5.21,4.01,1.66,1.84,1.99,0.0026217811615935954,-0.04117295582934984,Over
ES1,01/05/2023,18:00,Mallorca,Ath Bilbao,1,1,D,3.64,2.98,2.29,2.86,1.42,0.029255768318288473,0.006613512505636466,Under
ES1,01/05/2023,20:00,Sevilla,Girona,0,2,A,1.99,3.5,3.87,1.95,1.86,0.013344314610414755,0.011646865738964425,Under
ES1,02/05/2023,18:30,Almeria,Elche,2,1,H,1.62,4.33,5.21,1.55,2.47,-0.02546024805134549,0.005000039630002467,Over
ES1,02/05/2023,18:30,Barcelona,Osasuna,1,0,H,1.16,7.76,18.74,1.5,2.6,-0.05449096586682531,0.03472399026791531,Under
ES1,02/05/2023,21:00,Sociedad,Real Madrid,2,0,H,2.54,3.35,2.87,2.03,1.81,0.020261991661231767,0.003459337296301402,Under
ES1,03/05/2023,18:30,Valencia,Villarreal,1,1,D,2.76,3.43,2.56,1.86,1.96,0.010333971275406905,-0.009016285541678144,Under
ES1,03/05/2023,21:00,Ath Madrid,Cadiz,5,1,H,1.28,5.69,12.11,1.75,2.11,-0.03158556284854905,0.03426615008351788,Over
ES1,03/05/2023,21:00,Getafe,Celta,1,0,H,2.56,2.99,3.14,2.66,1.48,0.029994188980216222,0.015150902897853915,Under
ES1,04/05/2023,18:30,Girona,Mallorca,2,1,H,2.13,3.23,3.79,2.49,1.54,0.028457629417704314,0.019794141978113758,Over
ES1,04/05/2023,18:30,Sevilla,Espanol,3,2,H,1.86,3.58,4.36,2.05,1.79,0.016470041002811738,0.018634928222970346,Over
ES1,04/05/2023,21:00,Ath Bilbao,Betis,0,1,A,1.7,3.87,5.15,1.97,1.86,0.00800709842279737,0.02093533732022868,Under
ES1,04/05/2023,21:00,Vallecano,Valladolid,2,1,H,1.79,3.73,4.59,1.97,1.86,0.010609046315207007,0.01781987406373476,Over
ES1,12/05/2023,20:00,Mallorca,Cadiz,1,0,H,2.19,2.99,3.95,2.74,1.46,0.02859074237176394,0.019463160544429346,Under
ES1,13/05/2023,13:00,Sociedad,Girona,2,2,D,1.65,3.91,5.47,1.99,1.84,0.00791370596124915,0.023058769932064377,Over
ES1,13/05/2023,15:15,Osasuna,Almeria,3,1,H,2.09,3.55,3.53,1.84,1.98,0.006354534701688126,0.003651409240360683,Over
